Team,Year,Date,Round_Num,Round_Num_Full,Own_MoSHBODS_Rating_Off,Own_MoSHBODS_Rating_Def,Own_MoSHBODS_Rating_Comb,Own_MoSHBODS_Rating_After_Game_Off,Own_MoSHBODS_Rating_After_Game_Def,Own_MoSHBODS_Rating_After_Game_Comb
Fitzroy,1897,8/5/1897,1,R1,0,0,0,0.096378092,0.144075249,0.240453341
Carlton,1897,8/5/1897,1,R1,0,0,0,-0.144075249,-0.096378092,-0.240453341
Collingwood,1897,8/5/1897,1,R1,0,0,0,0.039946343,0.144075249,0.184021592
St Kilda,1897,8/5/1897,1,R1,0,0,0,-0.144075249,-0.039946343,-0.184021592
Geelong,1897,8/5/1897,1,R1,0,0,0,-0.087643501,-0.005546364,-0.093189865
Essendon,1897,8/5/1897,1,R1,0,0,0,0.005546364,0.087643501,0.093189865
Sydney,1897,8/5/1897,1,R1,0,0,0,-0.043464458,-0.022746354,-0.066210812
Melbourne,1897,8/5/1897,1,R1,0,0,0,0.022746354,0.043464458,0.066210812
Sydney,1897,15/5/1897,2,R2,-0.043464458,-0.022746354,-0.066210812,-0.078914524,-0.006679897,-0.085594422
Carlton,1897,15/5/1897,2,R2,-0.144075249,-0.096378092,-0.240453341,-0.160141706,-0.060928025,-0.221069731
Essendon,1897,15/5/1897,2,R2,0.005546364,0.087643501,0.093189865,-0.030612689,0.092300922,0.061688233
Collingwood,1897,15/5/1897,2,R2,0.039946343,0.144075249,0.184021592,0.035288922,0.180234302,0.215523224
St Kilda,1897,15/5/1897,2,R2,-0.144075249,-0.039946343,-0.184021592,-0.161906324,-0.110561442,-0.272467766
Fitzroy,1897,15/5/1897,2,R2,0.096378092,0.144075249,0.240453341,0.16699319,0.161906324,0.328899514
Melbourne,1897,15/5/1897,2,R2,0.022746354,0.043464458,0.066210812,0.132030602,0.165335652,0.297366253
Geelong,1897,15/5/1897,2,R2,-0.087643501,-0.005546364,-0.093189865,-0.209514695,-0.114830612,-0.324345306
Collingwood,1897,22/5/1897,3,R3,0.035288922,0.180234302,0.215523224,0.003237319,0.155250304,0.158487624
Geelong,1897,22/5/1897,3,R3,-0.209514695,-0.114830612,-0.324345306,-0.184530697,-0.082779009,-0.267309706
Fitzroy,1897,22/5/1897,3,R3,0.16699319,0.161906324,0.328899514,0.172015916,0.119779571,0.291795487
Melbourne,1897,22/5/1897,3,R3,0.132030602,0.165335652,0.297366253,0.174157355,0.160312926,0.33447028
Essendon,1897,24/5/1897,3,R3,-0.030612689,0.092300922,0.061688233,0.081491976,0.084549857,0.166041834
Carlton,1897,24/5/1897,3,R3,-0.160141706,-0.060928025,-0.221069731,-0.152390641,-0.17303269,-0.325423331
Sydney,1897,24/5/1897,3,R3,-0.078914524,-0.006679897,-0.085594422,0.008320426,0.14753908,0.155859506
St Kilda,1897,24/5/1897,3,R3,-0.161906324,-0.110561442,-0.272467766,-0.316125301,-0.197796392,-0.513921693
Geelong,1897,29/5/1897,4,R4,-0.184530697,-0.082779009,-0.267309706,-0.126514645,-0.009724896,-0.13623954
Carlton,1897,29/5/1897,4,R4,-0.152390641,-0.17303269,-0.325423331,-0.225444755,-0.231048743,-0.456493497
Sydney,1897,29/5/1897,4,R4,0.008320426,0.14753908,0.155859506,0.045330817,0.184856433,0.23018725
Collingwood,1897,29/5/1897,4,R4,0.003237319,0.155250304,0.158487624,-0.034080034,0.118239913,0.084159879
Fitzroy,1897,29/5/1897,4,R4,0.172015916,0.119779571,0.291795487,0.105779946,0.119065159,0.224845105
Essendon,1897,29/5/1897,4,R4,0.081491976,0.084549857,0.166041834,0.082206388,0.150785828,0.232992216
Melbourne,1897,29/5/1897,4,R4,0.174157355,0.160312926,0.33447028,0.264425596,0.122907453,0.387333049
St Kilda,1897,29/5/1897,4,R4,-0.316125301,-0.197796392,-0.513921693,-0.278719828,-0.288064634,-0.566784462
Melbourne,1897,5/6/1897,5,R5,0.264425596,0.122907453,0.387333049,0.468192888,0.127960515,0.596153404
Carlton,1897,5/6/1897,5,R5,-0.225444755,-0.231048743,-0.456493497,-0.230497817,-0.434816035,-0.665313852
Collingwood,1897,5/6/1897,5,R5,-0.034080034,0.118239913,0.084159879,-0.034627055,0.159854031,0.125226976
Fitzroy,1897,5/6/1897,5,R5,0.105779946,0.119065159,0.224845105,0.064165828,0.11961218,0.183778008
St Kilda,1897,5/6/1897,5,R5,-0.278719828,-0.288064634,-0.566784462,-0.279606209,-0.330948251,-0.61055446
Essendon,1897,5/6/1897,5,R5,0.082206388,0.150785828,0.232992216,0.125090005,0.151672209,0.276762214
Geelong,1897,5/6/1897,5,R5,-0.126514645,-0.009724896,-0.13623954,0.014736314,0.048016939,0.062753253
Sydney,1897,5/6/1897,5,R5,0.045330817,0.184856433,0.23018725,-0.012411017,0.043605474,0.031194457
St Kilda,1897,19/6/1897,6,R6,-0.279606209,-0.330948251,-0.61055446,-0.341209314,-0.293458117,-0.634667431
Carlton,1897,19/6/1897,6,R6,-0.230497817,-0.434816035,-0.665313852,-0.267987951,-0.37321293,-0.641200881
Melbourne,1897,19/6/1897,6,R6,0.468192888,0.127960515,0.596153404,0.393242858,0.143811787,0.537054644
Collingwood,1897,19/6/1897,6,R6,-0.034627055,0.159854031,0.125226976,-0.050478326,0.234804062,0.184325735
Sydney,1897,19/6/1897,6,R6,-0.012411017,0.043605474,0.031194457,-0.087523505,0.069363826,-0.018159679
Essendon,1897,19/6/1897,6,R6,0.125090005,0.151672209,0.276762214,0.099331653,0.226784697,0.32611635
Geelong,1897,19/6/1897,6,R6,0.014736314,0.048016939,0.062753253,0.028099837,0.138776971,0.166876808
Fitzroy,1897,19/6/1897,6,R6,0.064165828,0.11961218,0.183778008,-0.026594204,0.106248658,0.079654454
Carlton,1897,22/6/1897,7,R7,-0.267987951,-0.37321293,-0.641200881,-0.258809282,-0.337675768,-0.596485049
Collingwood,1897,22/6/1897,7,R7,-0.050478326,0.234804062,0.184325735,-0.086015489,0.225625393,0.139609904
Essendon,1897,22/6/1897,7,R7,0.099331653,0.226784697,0.32611635,0.203229281,0.262571859,0.46580114
Melbourne,1897,22/6/1897,7,R7,0.393242858,0.143811787,0.537054644,0.357455695,0.039914159,0.397369854
Fitzroy,1897,22/6/1897,7,R7,-0.026594204,0.106248658,0.079654454,0.018719022,0.052157374,0.070876396
Sydney,1897,22/6/1897,7,R7,-0.087523505,0.069363826,-0.018159679,-0.033432222,0.024050601,-0.009381621
St Kilda,1897,22/6/1897,7,R7,-0.341209314,-0.293458117,-0.634667431,-0.330453761,-0.51658048,-0.847034242
Geelong,1897,22/6/1897,7,R7,0.028099837,0.138776971,0.166876808,0.2512222,0.128021419,0.379243618
Carlton,1897,26/6/1897,8,R8,-0.258809282,-0.337675768,-0.596485049,-0.339584725,-0.38364125,-0.723225975
Fitzroy,1897,26/6/1897,8,R8,0.018719022,0.052157374,0.070876396,0.064684504,0.132932818,0.197617321
St Kilda,1897,26/6/1897,8,R8,-0.330453761,-0.51658048,-0.847034242,-0.327748793,-0.532928451,-0.860677244
Collingwood,1897,26/6/1897,8,R8,-0.086015489,0.225625393,0.139609904,-0.069667519,0.222920425,0.153252906
Essendon,1897,26/6/1897,8,R8,0.203229281,0.262571859,0.46580114,0.144199294,0.208694925,0.352894219
Geelong,1897,26/6/1897,8,R8,0.2512222,0.128021419,0.379243618,0.305099134,0.187051405,0.492150539
Melbourne,1897,26/6/1897,8,R8,0.357455695,0.039914159,0.397369854,0.248315612,-0.048839833,0.19947578
Sydney,1897,26/6/1897,8,R8,-0.033432222,0.024050601,-0.009381621,0.05532177,0.133190684,0.188512454
Carlton,1897,3/7/1897,9,R9,-0.339584725,-0.38364125,-0.723225975,-0.354239732,-0.437088245,-0.791327976
Sydney,1897,3/7/1897,9,R9,0.05532177,0.133190684,0.188512454,0.108768764,0.147845691,0.256614455
Collingwood,1897,3/7/1897,9,R9,-0.069667519,0.222920425,0.153252906,-0.061995247,0.187863694,0.125868446
Essendon,1897,3/7/1897,9,R9,0.144199294,0.208694925,0.352894219,0.179256025,0.201022653,0.380278679
Fitzroy,1897,3/7/1897,9,R9,0.064684504,0.132932818,0.197617321,0.181783639,0.162115101,0.34389874
St Kilda,1897,3/7/1897,9,R9,-0.327748793,-0.532928451,-0.860677244,-0.356931077,-0.650027585,-1.006958662
Geelong,1897,3/7/1897,9,R9,0.305099134,0.187051405,0.492150539,0.223147363,0.245698955,0.468846318
Melbourne,1897,3/7/1897,9,R9,0.248315612,-0.048839833,0.19947578,0.189668063,0.033111938,0.222780001
Carlton,1897,10/7/1897,10,R10,-0.354239732,-0.437088245,-0.791327976,-0.414352706,-0.421821586,-0.836174291
Essendon,1897,10/7/1897,10,R10,0.179256025,0.201022653,0.380278679,0.163989366,0.261135628,0.425124994
Geelong,1897,10/7/1897,10,R10,0.223147363,0.245698955,0.468846318,0.258382876,0.311226894,0.56960977
Collingwood,1897,10/7/1897,10,R10,-0.061995247,0.187863694,0.125868446,-0.127523187,0.152628181,0.025104994
Melbourne,1897,10/7/1897,10,R10,0.189668063,0.033111938,0.222780001,0.202902495,0.072104634,0.275007129
Fitzroy,1897,10/7/1897,10,R10,0.181783639,0.162115101,0.34389874,0.142790942,0.148880669,0.291671612
St Kilda,1897,10/7/1897,10,R10,-0.356931077,-0.650027585,-1.006958662,-0.430709619,-0.696670178,-1.127379798
Sydney,1897,10/7/1897,10,R10,0.108768764,0.147845691,0.256614455,0.155411358,0.221624233,0.377035591
Carlton,1897,17/7/1897,11,R11,-0.414352706,-0.421821586,-0.836174291,-0.438326609,-0.458661308,-0.896987916
Geelong,1897,17/7/1897,11,R11,0.258382876,0.311226894,0.56960977,0.295222598,0.335200797,0.630423395
Collingwood,1897,17/7/1897,11,R11,-0.127523187,0.152628181,0.025104994,-0.178348391,0.142310465,-0.036037927
Sydney,1897,17/7/1897,11,R11,0.155411358,0.221624233,0.377035591,0.165729074,0.272449437,0.438178512
Essendon,1897,17/7/1897,11,R11,0.163989366,0.261135628,0.425124994,0.216537551,0.283937758,0.500475309
Fitzroy,1897,17/7/1897,11,R11,0.142790942,0.148880669,0.291671612,0.119988812,0.096332484,0.216321296
St Kilda,1897,17/7/1897,11,R11,-0.430709619,-0.696670178,-1.127379798,-0.456737719,-0.72107909,-1.177816809
Melbourne,1897,17/7/1897,11,R11,0.202902495,0.072104634,0.275007129,0.227311406,0.098132734,0.32544414
Carlton,1897,24/7/1897,12,R12,-0.438326609,-0.458661308,-0.896987916,-0.456661705,-0.4663464,-0.923008104
Melbourne,1897,24/7/1897,12,R12,0.227311406,0.098132734,0.32544414,0.234996498,0.116467831,0.351464329
Fitzroy,1897,24/7/1897,12,R12,0.119988812,0.096332484,0.216321296,0.0713968,0.035958655,0.107355455
Collingwood,1897,24/7/1897,12,R12,-0.178348391,0.142310465,-0.036037927,-0.117974563,0.190902477,0.072927914
Essendon,1897,24/7/1897,12,R12,0.216537551,0.283937758,0.500475309,0.32390416,0.343335322,0.667239482
St Kilda,1897,24/7/1897,12,R12,-0.456737719,-0.72107909,-1.177816809,-0.516135283,-0.828445699,-1.344580982
Sydney,1897,24/7/1897,12,R12,0.165729074,0.272449437,0.438178512,0.126434214,0.259931493,0.386365707
Geelong,1897,24/7/1897,12,R12,0.295222598,0.335200797,0.630423395,0.307740542,0.374495657,0.682236199
Carlton,1897,31/7/1897,13,R13,-0.456661705,-0.4663464,-0.923008104,-0.414667797,-0.42778022,-0.842448017
St Kilda,1897,31/7/1897,13,R13,-0.516135283,-0.828445699,-1.344580982,-0.554701462,-0.870439606,-1.425141069
Collingwood,1897,31/7/1897,13,R13,-0.117974563,0.190902477,0.072927914,-0.06607402,0.208720366,0.142646346
Melbourne,1897,31/7/1897,13,R13,0.234996498,0.116467831,0.351464329,0.217178609,0.064567288,0.281745897
Essendon,1897,31/7/1897,13,R13,0.32390416,0.343335322,0.667239482,0.301016335,0.304352849,0.605369184
Sydney,1897,31/7/1897,13,R13,0.126434214,0.259931493,0.386365707,0.165416687,0.282819317,0.448236004
Fitzroy,1897,31/7/1897,13,R13,0.0713968,0.035958655,0.107355455,0.053676067,0.093724362,0.147400429
Geelong,1897,31/7/1897,13,R13,0.307740542,0.374495657,0.682236199,0.249974835,0.39221639,0.642191225
Collingwood,1897,7/8/1897,14,R14,-0.06607402,0.208720366,0.142646346,-0.034862663,0.226786987,0.191924324
Carlton,1897,7/8/1897,14,R14,-0.414667797,-0.42778022,-0.842448017,-0.432734418,-0.458991578,-0.891725996
Melbourne,1897,7/8/1897,14,R14,0.217178609,0.064567288,0.281745897,0.259548854,0.103483621,0.363032474
Essendon,1897,7/8/1897,14,R14,0.301016335,0.304352849,0.605369184,0.262100003,0.261982604,0.524082607
Sydney,1897,7/8/1897,14,R14,0.165416687,0.282819317,0.448236004,0.159567989,0.305368633,0.464936622
Fitzroy,1897,7/8/1897,14,R14,0.053676067,0.093724362,0.147400429,0.031126751,0.099573061,0.130699812
Geelong,1897,7/8/1897,14,R14,0.249974835,0.39221639,0.642191225,0.323999638,0.414497265,0.738496903
St Kilda,1897,7/8/1897,14,R14,-0.554701462,-0.870439606,-1.425141069,-0.576982337,-0.944464409,-1.521446746
Collingwood,1897,21/8/1897,15,SF,-0.034862663,0.226786987,0.191924324,0.02026479,0.22927199,0.24953678
Melbourne,1897,21/8/1897,15,SF,0.259548854,0.103483621,0.363032474,0.25706385,0.048356168,0.305420018
Essendon,1897,21/8/1897,15,SF,0.262100003,0.261982604,0.524082607,0.249524276,0.281402929,0.530927204
Geelong,1897,21/8/1897,15,SF,0.323999638,0.414497265,0.738496903,0.304579314,0.427072992,0.731652305
Essendon,1897,28/8/1897,16,SF,0.249524276,0.281402929,0.530927204,0.389416311,0.300480425,0.689896736
Collingwood,1897,28/8/1897,16,SF,0.02026479,0.22927199,0.24953678,0.001187293,0.089379955,0.090567248
Geelong,1897,28/8/1897,16,SF,0.304579314,0.427072992,0.731652305,0.356123432,0.426004943,0.782128375
Melbourne,1897,28/8/1897,16,SF,0.25706385,0.048356168,0.305420018,0.258131899,-0.003187951,0.254943949
Geelong,1897,4/9/1897,17,SF,0.356123432,0.426004943,0.782128375,0.344758565,0.339194325,0.68395289
Collingwood,1897,4/9/1897,17,SF,0.001187293,0.089379955,0.090567248,0.087997911,0.100744822,0.188742734
Essendon,1897,4/9/1897,17,SF,0.389416311,0.300480425,0.689896736,0.286925308,0.384632983,0.671558291
Melbourne,1897,4/9/1897,17,SF,0.258131899,-0.003187951,0.254943949,0.173979342,0.099303052,0.273282394
Carlton,1898,14/5/1898,1,R1,-0.272558292,-0.289096396,-0.561654688,-0.136057339,-0.231487723,-0.367545062
Sydney,1898,14/5/1898,1,R1,0.100504089,0.1923368,0.292840889,0.042895416,0.055835847,0.098731263
Collingwood,1898,14/5/1898,1,R1,0.05542559,0.063454247,0.118879837,0.094133407,0.125230409,0.219363815
Geelong,1898,14/5/1898,1,R1,0.217146596,0.213641953,0.430788548,0.155370434,0.174934136,0.33030457
Essendon,1898,14/5/1898,1,R1,0.18072025,0.242261546,0.422981795,0.318576565,0.334994378,0.653570942
Fitzroy,1898,14/5/1898,1,R1,0.019605221,0.062716212,0.082321433,-0.073127611,-0.075140103,-0.148267714
St Kilda,1898,14/5/1898,1,R1,-0.363413017,-0.594872041,-0.958285059,-0.437724485,-0.791680942,-1.229405426
Melbourne,1898,14/5/1898,1,R1,0.109581097,0.062546146,0.172127244,0.306389997,0.136857614,0.443247611
Melbourne,1898,21/5/1898,2,R2,0.306389997,0.136857614,0.443247611,0.431107842,0.200028924,0.631136766
Carlton,1898,21/5/1898,2,R2,-0.136057339,-0.231487723,-0.367545062,-0.199228649,-0.356205567,-0.555434217
Fitzroy,1898,21/5/1898,2,R2,-0.073127611,-0.075140103,-0.148267714,-0.035608793,-0.026075525,-0.061684318
Collingwood,1898,21/5/1898,2,R2,0.094133407,0.125230409,0.219363815,0.045068828,0.087711591,0.13278042
Sydney,1898,21/5/1898,2,R2,0.042895416,0.055835847,0.098731263,0.034347004,0.088214098,0.122561102
Essendon,1898,21/5/1898,2,R2,0.318576565,0.334994378,0.653570942,0.286198314,0.343542789,0.629741103
Geelong,1898,21/5/1898,2,R2,0.155370434,0.174934136,0.33030457,0.309310262,0.204546533,0.513856795
St Kilda,1898,21/5/1898,2,R2,-0.437724485,-0.791680942,-1.229405426,-0.467336881,-0.94562077,-1.412957651
Carlton,1898,24/5/1898,3,R3,-0.199228649,-0.356205567,-0.555434217,-0.253560098,-0.219385536,-0.472945634
Essendon,1898,24/5/1898,3,R3,0.286198314,0.343542789,0.629741103,0.149378282,0.397874238,0.54725252
Melbourne,1898,24/5/1898,3,R3,0.431107842,0.200028924,0.631136766,0.426101567,0.204744521,0.630846088
Collingwood,1898,24/5/1898,3,R3,0.045068828,0.087711591,0.13278042,0.040353232,0.092717866,0.133071097
St Kilda,1898,24/5/1898,3,R3,-0.467336881,-0.94562077,-1.412957651,-0.519205349,-0.908425315,-1.427630664
Fitzroy,1898,24/5/1898,3,R3,-0.035608793,-0.026075525,-0.061684318,-0.072804248,0.025792943,-0.047011305
Geelong,1898,24/5/1898,3,R3,0.309310262,0.204546533,0.513856795,0.417498803,0.325381883,0.742880686
Sydney,1898,24/5/1898,3,R3,0.034347004,0.088214098,0.122561102,-0.086488346,-0.019974443,-0.106462789
Carlton,1898,28/5/1898,4,R4,-0.253560098,-0.219385536,-0.472945634,-0.251898576,-0.159888677,-0.411787253
Geelong,1898,28/5/1898,4,R4,0.417498803,0.325381883,0.742880686,0.358001945,0.32372036,0.681722305
Sydney,1898,28/5/1898,4,R4,-0.086488346,-0.019974443,-0.106462789,-0.011381753,-0.012907356,-0.024289109
Collingwood,1898,28/5/1898,4,R4,0.040353232,0.092717866,0.133071097,0.033286145,0.017611273,0.050897417
Essendon,1898,28/5/1898,4,R4,0.149378282,0.397874238,0.54725252,0.321892859,0.318853317,0.640746176
St Kilda,1898,28/5/1898,4,R4,-0.519205349,-0.908425315,-1.427630664,-0.440184428,-1.080939892,-1.52112432
Fitzroy,1898,28/5/1898,4,R4,-0.072804248,0.025792943,-0.047011305,-0.014102474,0.126549967,0.112447493
Melbourne,1898,28/5/1898,4,R4,0.426101567,0.204744521,0.630846088,0.325344543,0.146042746,0.471387289
Collingwood,1898,4/6/1898,5,R5,0.033286145,0.017611273,0.050897417,0.061581816,0.098107186,0.159689001
Carlton,1898,4/6/1898,5,R5,-0.251898576,-0.159888677,-0.411787253,-0.332394489,-0.188184349,-0.520578837
Essendon,1898,4/6/1898,5,R5,0.321892859,0.318853317,0.640746176,0.345848358,0.375219227,0.721067585
Melbourne,1898,4/6/1898,5,R5,0.325344543,0.146042746,0.471387289,0.268978634,0.122087247,0.391065881
Geelong,1898,4/6/1898,5,R5,0.358001945,0.32372036,0.681722305,0.322118584,0.316211219,0.638329802
Fitzroy,1898,4/6/1898,5,R5,-0.014102474,0.126549967,0.112447493,-0.006593332,0.162433328,0.155839996
St Kilda,1898,4/6/1898,5,R5,-0.440184428,-1.080939892,-1.52112432,-0.475568333,-1.117552103,-1.593120436
Sydney,1898,4/6/1898,5,R5,-0.011381753,-0.012907356,-0.024289109,0.025230458,0.02247655,0.047707008
Fitzroy,1898,11/6/1898,6,R6,-0.006593332,0.162433328,0.155839996,-0.040230852,0.128780119,0.088549268
Carlton,1898,11/6/1898,6,R6,-0.332394489,-0.188184349,-0.520578837,-0.29874128,-0.154546829,-0.453288109
St Kilda,1898,11/6/1898,6,R6,-0.475568333,-1.117552103,-1.593120436,-0.458667381,-1.089862651,-1.548530032
Collingwood,1898,11/6/1898,6,R6,0.061581816,0.098107186,0.159689001,0.033892364,0.081206233,0.115098597
Geelong,1898,11/6/1898,6,R6,0.322118584,0.316211219,0.638329802,0.288439953,0.362646002,0.651085955
Essendon,1898,11/6/1898,6,R6,0.345848358,0.375219227,0.721067585,0.299413575,0.408897857,0.708311432
Melbourne,1898,11/6/1898,6,R6,0.268978634,0.122087247,0.391065881,0.171338797,0.207333217,0.378672014
Sydney,1898,11/6/1898,6,R6,0.025230458,0.02247655,0.047707008,-0.060015512,0.120116387,0.060100875
Carlton,1898,18/6/1898,7,R7,-0.29874128,-0.154546829,-0.453288109,-0.319982747,-0.133935266,-0.453918012
St Kilda,1898,18/6/1898,7,R7,-0.458667381,-1.089862651,-1.548530032,-0.479278945,-1.068621184,-1.547900129
Collingwood,1898,18/6/1898,7,R7,0.033892364,0.081206233,0.115098597,0.072170583,0.177369929,0.249540513
Essendon,1898,18/6/1898,7,R7,0.299413575,0.408897857,0.708311432,0.203249879,0.370619638,0.573869517
Sydney,1898,18/6/1898,7,R7,-0.060015512,0.120116387,0.060100875,-0.012810875,0.137131694,0.124320818
Fitzroy,1898,18/6/1898,7,R7,-0.040230852,0.128780119,0.088549268,-0.057246159,0.081575483,0.024329324
Melbourne,1898,18/6/1898,7,R7,0.171338797,0.207333217,0.378672014,0.21250278,0.201101568,0.413604348
Geelong,1898,18/6/1898,7,R7,0.288439953,0.362646002,0.651085955,0.294671602,0.321482019,0.616153621
Sydney,1898,25/6/1898,8,R8,-0.012810875,0.137131694,0.124320818,-0.012068602,0.180315229,0.168246627
Carlton,1898,25/6/1898,8,R8,-0.319982747,-0.133935266,-0.453918012,-0.363166281,-0.134677539,-0.49784382
Geelong,1898,25/6/1898,8,R8,0.294671602,0.321482019,0.616153621,0.263842199,0.324558227,0.588400426
Collingwood,1898,25/6/1898,8,R8,0.072170583,0.177369929,0.249540513,0.069094375,0.208199332,0.277293708
Fitzroy,1898,25/6/1898,8,R8,-0.057246159,0.081575483,0.024329324,-0.109323296,0.020650049,-0.088673247
Essendon,1898,25/6/1898,8,R8,0.203249879,0.370619638,0.573869517,0.264175313,0.422696775,0.686872088
Melbourne,1898,25/6/1898,8,R8,0.21250278,0.201101568,0.413604348,0.169670067,0.220548068,0.390218135
St Kilda,1898,25/6/1898,8,R8,-0.479278945,-1.068621184,-1.547900129,-0.498725445,-1.025788471,-1.524513916
Carlton,1898,9/7/1898,9,R9,-0.363166281,-0.134677539,-0.49784382,-0.370794023,-0.097868397,-0.46866242
Melbourne,1898,9/7/1898,9,R9,0.169670067,0.220548068,0.390218135,0.132860925,0.22817581,0.361036735
Collingwood,1898,9/7/1898,9,R9,0.069094375,0.208199332,0.277293708,0.067763841,0.235915117,0.303678958
Fitzroy,1898,9/7/1898,9,R9,-0.109323296,0.020650049,-0.088673247,-0.137039081,0.021980584,-0.115058497
Essendon,1898,9/7/1898,9,R9,0.264175313,0.422696775,0.686872088,0.312335337,0.418625692,0.730961029
Sydney,1898,9/7/1898,9,R9,-0.012068602,0.180315229,0.168246627,-0.007997518,0.132155204,0.124157686
St Kilda,1898,9/7/1898,9,R9,-0.498725445,-1.025788471,-1.524513916,-0.468570294,-1.096604319,-1.565174613
Geelong,1898,9/7/1898,9,R9,0.263842199,0.324558227,0.588400426,0.334658048,0.294403076,0.629061124
Essendon,1898,16/7/1898,10,R10,0.312335337,0.418625692,0.730961029,0.418189019,0.45583098,0.874019999
Carlton,1898,16/7/1898,10,R10,-0.370794023,-0.097868397,-0.46866242,-0.407999312,-0.203722079,-0.61172139
Collingwood,1898,16/7/1898,10,R10,0.067763841,0.235915117,0.303678958,0.138586827,0.306956467,0.445543295
Melbourne,1898,16/7/1898,10,R10,0.132860925,0.22817581,0.361036735,0.061819575,0.157352823,0.219172398
Fitzroy,1898,16/7/1898,10,R10,-0.137039081,0.021980584,-0.115058497,-0.11163914,0.070588018,-0.041051122
St Kilda,1898,16/7/1898,10,R10,-0.468570294,-1.096604319,-1.565174613,-0.517177728,-1.122004261,-1.639181989
Sydney,1898,16/7/1898,10,R10,-0.007997518,0.132155204,0.124157686,-0.089487053,0.150973183,0.06148613
Geelong,1898,16/7/1898,10,R10,0.334658048,0.294403076,0.629061124,0.315840069,0.37589261,0.691732679
Geelong,1898,23/7/1898,11,R11,0.315840069,0.37589261,0.691732679,0.327576196,0.360783865,0.688360061
Carlton,1898,23/7/1898,11,R11,-0.407999312,-0.203722079,-0.61172139,-0.392890566,-0.215458205,-0.608348771
Collingwood,1898,23/7/1898,11,R11,0.138586827,0.306956467,0.445543295,0.242432575,0.340885745,0.58331832
Sydney,1898,23/7/1898,11,R11,-0.089487053,0.150973183,0.06148613,-0.12341633,0.047127435,-0.076288895
St Kilda,1898,23/7/1898,11,R11,-0.517177728,-1.122004261,-1.639181989,-0.49233483,-1.100060899,-1.592395729
Essendon,1898,23/7/1898,11,R11,0.418189019,0.45583098,0.874019999,0.396245657,0.430988082,0.827233739
Melbourne,1898,23/7/1898,11,R11,0.061819575,0.157352823,0.219172398,0.017827346,0.107488878,0.125316224
Fitzroy,1898,23/7/1898,11,R11,-0.11163914,0.070588018,-0.041051122,-0.061775194,0.114580246,0.052805052
Carlton,1898,30/7/1898,12,R12,-0.392890566,-0.215458205,-0.608348771,-0.432665426,-0.178029448,-0.610694875
Collingwood,1898,30/7/1898,12,R12,0.242432575,0.340885745,0.58331832,0.205003818,0.380660605,0.585664423
Melbourne,1898,30/7/1898,12,R12,0.017827346,0.107488878,0.125316224,-0.000445534,0.034702338,0.034256804
Essendon,1898,30/7/1898,12,R12,0.396245657,0.430988082,0.827233739,0.469032196,0.449260962,0.918293159
Fitzroy,1898,30/7/1898,12,R12,-0.061775194,0.114580246,0.052805052,-0.029619077,0.158040999,0.128421922
Geelong,1898,30/7/1898,12,R12,0.327576196,0.360783865,0.688360061,0.284115443,0.328627748,0.612743191
Sydney,1898,30/7/1898,12,R12,-0.12341633,0.047127435,-0.076288895,-0.044711985,0.050822025,0.00611004
St Kilda,1898,30/7/1898,12,R12,-0.49233483,-1.100060899,-1.592395729,-0.49602942,-1.178765244,-1.674794664
Carlton,1898,13/8/1898,13,R13,-0.432665426,-0.178029448,-0.610694875,-0.451448256,-0.191125081,-0.642573337
Fitzroy,1898,13/8/1898,13,R13,-0.029619077,0.158040999,0.128421922,-0.016523445,0.176823829,0.160300383
Collingwood,1898,13/8/1898,13,R13,0.205003818,0.380660605,0.585664423,0.211399674,0.431808575,0.643208249
St Kilda,1898,13/8/1898,13,R13,-0.49602942,-1.178765244,-1.674794664,-0.547177389,-1.1851611,-1.732338489
Essendon,1898,13/8/1898,13,R13,0.469032196,0.449260962,0.918293159,0.516115855,0.440549659,0.956665515
Geelong,1898,13/8/1898,13,R13,0.284115443,0.328627748,0.612743191,0.292826747,0.281544089,0.574370836
Sydney,1898,13/8/1898,13,R13,-0.044711985,0.050822025,0.00611004,-0.037359301,0.047049287,0.009689987
Melbourne,1898,13/8/1898,13,R13,-0.000445534,0.034702338,0.034256804,0.003327204,0.027349653,0.030676857
St Kilda,1898,20/8/1898,14,R14,-0.547177389,-1.1851611,-1.732338489,-0.483611877,-1.203202592,-1.686814469
Carlton,1898,20/8/1898,14,R14,-0.451448256,-0.191125081,-0.642573337,-0.433406765,-0.254690593,-0.688097358
Essendon,1898,20/8/1898,14,R14,0.516115855,0.440549659,0.956665515,0.498462954,0.348248082,0.846711036
Collingwood,1898,20/8/1898,14,R14,0.211399674,0.431808575,0.643208249,0.303701251,0.449461476,0.753162728
Fitzroy,1898,20/8/1898,14,R14,-0.016523445,0.176823829,0.160300383,0.061204551,0.247521488,0.308726039
Sydney,1898,20/8/1898,14,R14,-0.037359301,0.047049287,0.009689987,-0.10805696,-0.030678709,-0.138735669
Geelong,1898,20/8/1898,14,R14,0.292826747,0.281544089,0.574370836,0.301421916,0.307334972,0.608756888
Melbourne,1898,20/8/1898,14,R14,0.003327204,0.027349653,0.030676857,-0.02246368,0.018754484,-0.003709196
Essendon,1898,27/8/1898,15,R15,0.498462954,0.348248082,0.846711036,0.589552639,0.389953435,0.979506073
